id	name	english name	main category	iLvl	groups
2883100434	完美的星形紫宝石	Perfect Star Amethyst	gems	65	gems,gems_high,high_amethyst
2883100435	璀璨的星形紫宝石	Radiant Star Amethyst	gems	66	gems,gems_high,high_amethyst
2883100436	贵族紫宝石	Marquise Amethyst	gems	67	gems,gems_high,high_amethyst
2883100437	帝国紫宝石	Imperial Amethyst	gems	67	gems,gems_high_x1,high_amethyst_x1
2883100438	无瑕的帝国紫宝石	Flawless Imperial Amethyst	gems	68	gems,gems_high_x1,high_amethyst_x1
2883100439	皇家紫宝石	Royal Amethyst	gems	69	gems,gems_high_x1,high_amethyst_x1
2883100440	无瑕的皇家紫宝石	Flawless Royal Amethyst	gems	70	gems,gems_high_x1,high_amethyst_x1
2561578490	碎裂的绿宝石	Chipped Emerald	gems	14	gems,gems_low
2561578491	有瑕疵的绿宝石	Flawed Emerald	gems	22	gems,gems_low
2561578492	绿宝石	Emerald	gems	30	gems,gems_low
2561578493	无瑕的绿宝石	Flawless Emerald	gems	36	gems,gems_low
2561578494	完美的绿宝石	Perfect Emerald	gems	42	gems,gems_low
2561578495	璀璨的绿宝石	Radiant Emerald	gems	48	gems,gems_low
2561578496	方形绿宝石	Square Emerald	gems	54	gems,gems_low
2561578497	无瑕的方形绿宝石	Flawless Square Emerald	gems	60	gems,gems_high,high_emerald
2561578498	完美的方形绿宝石	Perfect Square Emerald	gems	61	gems,gems_high,high_emerald
2561578522	璀璨的方形绿宝石	Radiant Square Emerald	gems	62	gems,gems_high,high_emerald
2561578523	星形绿宝石	Star Emerald	gems	63	gems,gems_high,high_emerald
2561578524	无瑕的星形绿宝石	Flawless Star Emerald	gems	64	gems,gems_high,high_emerald
2561578525	完美的星形绿宝石	Perfect Star Emerald	gems	65	gems,gems_high,high_emerald
2561578526	璀璨的星形绿宝石	Radiant Star Emerald	gems	66	gems,gems_high,high_emerald
2561578527	贵族绿宝石	Marquise Emerald	gems	67	gems,gems_high,high_emerald
2561578528	帝国绿宝石	Imperial Emerald	gems	67	gems,gems_high_x1,high_emerald_x1
2561578529	无瑕的帝国绿宝石	Flawless Imperial Emerald	gems	68	gems,gems_high_x1,high_emerald_x1
2561578530	皇家绿宝石	Royal Emerald	gems	69	gems,gems_high_x1,high_emerald_x1
2561578531	无瑕的皇家绿宝石	Flawless Royal Emerald	gems	70	gems,gems_high_x1,high_emerald_x1
1603007810	碎裂的红宝石	Chipped Ruby	gems	14	gems,gems_low
1603007811	有瑕疵的红宝石	Flawed Ruby	gems	22	gems,gems_low
1603007812	红宝石	Ruby	gems	30	gems,gems_low
1603007813	无瑕的红宝石	Flawless Ruby	gems	36	gems,gems_low
1603007814	完美的红宝石	Perfect Ruby	gems	42	gems,gems_low
1603007815	璀璨的红宝石	Radiant Ruby	gems	48	gems,gems_low
1603007816	方形红宝石	Square Ruby	gems	54	gems,gems_low
1603007817	无瑕的方形红宝石	Flawless Square Ruby	gems	60	gems,gems_high,high_ruby
1603007818	完美的方形红宝石	Perfect Square Ruby	gems	61	gems,gems_high,high_ruby
1603007842	璀璨的方形红宝石	Radiant Square Ruby	gems	62	gems,gems_high,high_ruby
1603007843	星形红宝石	Star Ruby	gems	63	gems,gems_high,high_ruby
1603007844	无瑕的星形红宝石	Flawless Star Ruby	gems	64	gems,gems_high,high_ruby
1603007845	完美的星形红宝石	Perfect Star Ruby	gems	65	gems,gems_high,high_ruby
1603007846	璀璨的星形红宝石	Radiant Star Ruby	gems	66	gems,gems_high,high_ruby
1603007847	贵族红宝石	Marquise Ruby	gems	67	gems,gems_high,high_ruby
1603007848	帝国红宝石	Imperial Ruby	gems	67	gems,gems_high_x1,high_ruby_x1
1603007849	无瑕的帝国红宝石	Flawless Imperial Ruby	gems	68	gems,gems_high_x1,high_ruby_x1
1603007850	皇家红宝石	Royal Ruby	gems	69	gems,gems_high_x1,high_ruby_x1
1603007851	无瑕的皇家红宝石	Flawless Royal Ruby	gems	70	gems,gems_high_x1,high_ruby_x1
2058771886	碎裂的黄宝石	Chipped Topaz	gems	14	gems,gems_low
2058771887	有瑕疵的黄宝石	Flawed Topaz	gems	22	gems,gems_low
2058771888	黄宝石	Topaz	gems	30	gems,gems_low
2058771889	无瑕的黄宝石	Flawless Topaz	gems	36	gems,gems_low
2058771890	完美的黄宝石	Perfect Topaz	gems	42	gems,gems_low
2058771891	璀璨的黄宝石	Radiant Topaz	gems	48	gems,gems_low
2058771892	方形黄宝石	Square Topaz	gems	54	gems,gems_low
2058771893	无瑕的方形黄宝石	Flawless Square Topaz	gems	60	gems,gems_high,high_topaz
2058771894	完美的方形黄宝石	Perfect Square Topaz	gems	61	gems,gems_high,high_topaz
2058771918	璀璨的方形黄宝石	Radiant Square Topaz	gems	62	gems,gems_high,high_topaz
2058771919	星形黄宝石	Star Topaz	gems	63	gems,gems_high,high_topaz
2058771920	无瑕的星形黄宝石	Flawless Star Topaz	gems	64	gems,gems_high,high_topaz
2058771921	完美的星形黄宝石	Perfect Star Topaz	gems	65	gems,gems_high,high_topaz
2058771922	璀璨的星形黄宝石	Radiant Star Topaz	gems	66	gems,gems_high,high_topaz
2058771923	贵族黄宝石	Marquise Topaz	gems	67	gems,gems_high,high_topaz
2058771924	帝国黄宝石	Imperial Topaz	gems	67	gems,gems_high_x1,high_topaz_x1
2058771925	无瑕的帝国黄宝石	Flawless Imperial Topaz	gems	68	gems,gems_high_x1,high_topaz_x1
2058771926	皇家黄宝石	Royal Topaz	gems	69	gems,gems_high_x1,high_topaz_x1
2058771927	无瑕的皇家黄宝石	Flawless Royal Topaz	gems	70	gems,gems_high_x1,high_topaz_x1
2979276636	碎裂的钻石	Chipped Diamond	gems	14	gems,gems_low
2979276637	有瑕疵的钻石	Flawed Diamond	gems	22	gems,gems_low
2979276638	钻石	Diamond	gems	30	gems,gems_low
2979276639	无瑕的钻石	Flawless Diamond	gems	36	gems,gems_low
2979276640	完美的钻石	Perfect Diamond	gems	42	gems,gems_low
2979276641	璀璨的钻石	Radiant Diamond	gems	48	gems,gems_low
2979276642	方形钻石	Square Diamond	gems	54	gems,gems_low
2979276643	无瑕的方形钻石	Flawless Square Diamond	gems	60	gems,gems_high,high_diamond
2979276644	完美的方形钻石	Perfect Square Diamond	gems	61	gems,gems_high,high_diamond
2979276668	璀璨的方形钻石	Radiant Square Diamond	gems	62	gems,gems_high,high_diamond
2979276669	星形钻石	Star Diamond	gems	63	gems,gems_high,high_diamond
2979276670	无瑕的星形钻石	Flawless Star Diamond	gems	64	gems,gems_high,high_diamond
2979276671	完美的星形钻石	Perfect Star Diamond	gems	65	gems,gems_high,high_diamond
2979276672	璀璨的星形钻石	Radiant Star Diamond	gems	66	gems,gems_high,high_diamond
2979276673	贵族钻石	Marquise Diamond	gems	67	gems,gems_high,high_diamond
2979276674	帝国钻石	Imperial Diamond	gems	67	gems,gems_high_x1,high_diamond_x1
2979276675	无瑕的帝国钻石	Flawless Imperial Diamond	gems	68	gems,gems_high_x1,high_diamond_x1
2979276676	皇家钻石	Royal Diamond	gems	69	gems,gems_high_x1,high_diamond_x1
2979276677	无瑕的皇家钻石	Flawless Royal Diamond	gems	70	gems,gems_high_x1,high_diamond_x1
3384843174	力量药水	Power Potion	-	5	-
1462277166	ScrollDetection	ScrollDetection	-	5	-
1626390053	护身符	Talisman	-	5	-
2482846051	乔丹金炉	Cauldron of Jordan	-	5	-
4060770466	棕革染料	Tanner's Dye	dye	15	dye
4060770500	初春染料	Spring Dye	dye	15	dye
4060770468	冬日染料	Winter Dye	dye	15	dye
4060770469	深海染料	Aquatic Dye	dye	15	dye
4060770474	秋色染料	Autumn Dye	dye	31	dye
4060770471	游侠染料	Ranger's Dye	dye	31	dye
4060770505	皇家染料	Royal Dye	dye	31	dye
4060770470	亮红染料	Cardinal Dye	dye	31	dye
4060770473	沙漠染料	Desert Dye	dye	31	dye
4060770498	爱意染料	Lovely Dye	dye	51	dye
4060770503	水手染料	Mariner's Dye	dye	51	dye
4060770499	仲夏染料	Summer Dye	dye	51	dye
4060770501	优雅染料	Elegant Dye	dye	51	dye
4060770506	火焰染料	Infernal Dye	dye	60	dye
4060770507	洁白染料	Purity Dye	dye	60	dye
4060770531	深渊染料	Abyssal Dye	dye	60	dye
4060770502	林人染料	Forester's Dye	dye	60	dye
4060770504	金色染料	Golden Dye	dye	60	dye
2294518376	透明染料	Vanishing Dye	dye	15	dye
3719782593	纯皂特效除色剂	All-Soap's Miraculous Dye Remover	dye	5	dye
1866876233	瓶装云雾	Bottled Cloud	dye	5	dye
1866876234	瓶装烟雾	Bottled Smoke	dye	5	dye
2870514121	血色天使之翼	Crimson Angelic Wings	promo	1	promo
3478736633	守望天使之翼	Mercy's Gaze	promo	1	promo
3532272868	战歌旌旗	Warsong Pennant	promo	1	promo
237118774	天使之翼	Angelic Wings	promo	1	promo
2930018692	勇气之翼	Wings of Valor	promo	1	promo
2558096518	刀锋之翼	Blade Wings	promo	1	promo
2882652794	幽灵犬头	Liber Canis Mortui	promo	1	promo
703053224	大胃王	The Stomach	???	1	
3764973485	葛朗克	Grunkk	???	1	
270653493	小巴迪	Buddy	???	1	
2057463943	怨鬼汉娜	Haunting Hannah	???	1	
402823953	莫桑卢女士	Lady Morthanlu	???	1	
3633241588	小恶灵	Malfeasance	???	1	
1270811089	秘密箱	The Mimic	???	1	
3326443970	独角马	Unihorn	???	1	
231126913	布雷瑟	Blaze	???	1	
231126914	胡巴特·维瑟	Humbart Wessel	???	1	
3035914793	夏洛特	Charlotte	???	1	
719029307	洋洋	Lamb	???	1	
3701657519	魅魔女王	Queen of the Succubi	???	1	
1327895705	监察者约瑟芬女士	Overseer Lady Josephine	???	1	
3169378627	玛德琳女士	Ms. Madeleine	???	1	
2936698518	友谊之手	Friendly Gauntlet	???	1	
2916998484	不可名之物	That Which Must Not be Named	???	1	
2066480545	疯癫的加斯拉克	Galthrak the Unhinged	???	1	
941170845	波波	The Bumble	???	1	
664373032	丽芙摩尔	Liv Moore	???	1	
2064572067	微妙精华	Subtle Essence	craftmats	14	craftmats,craftmats_t1
2064572068	堕落者牙齿	Fallen Tooth	craftmats	16	craftmats,craftmats_t1
2064572100	微光精华	Shimmering Essence	craftmats	34	craftmats,craftmats_t2
2064572101	蜥蜴之眼	Lizard Eye	craftmats	40	craftmats,craftmats_t2
2064572133	如意精华	Wishful Essence	craftmats	52	craftmats,craftmats_t3
2064572134	硬蹄	Encrusted Hoof	craftmats	54	craftmats,craftmats_t3
2064572165	普通碎块	Common Debris	craftmats	1	craftmats,craftmats_t4
2064572166	极致精华	Exquisite Essence	craftmats	1	craftmats,craftmats_t4
2064572167	闪耀泪滴	Iridescent Tear	craftmats	1	craftmats,craftmats_t4
2064572168	炽烈硫磺	Fiery Brimstone	craftmats	1	craftmats,craftmats_t4
3931359676	万用材料	Reusable Parts	craftmats	1	craftmats,craftmats_x1
2709165134	奥术之尘	Arcane Dust	craftmats	1	craftmats,craftmats_x1
3689019703	萦雾水晶	Veiled Crystal	craftmats	1	craftmats,craftmats_x1
2073430088	遗忘之魂	Forgotten Soul	craftmats	1	craftmats,craftmats_x1
2087837753	死亡之息	Death's Breath	craftmats	1	craftmats,craftmats_x1
3274060326	锻造之书书页	Page of Blacksmithing	craftpages	31	craftpages
3627675570	首饰加工书页	Page of Jewelcrafting	craftpages	31	craftpages
494826242	锻造之书	Tome of Blacksmithing	crafttomes	51	crafttomes
3572209422	首饰加工之书	Tome of Jewelcrafting	crafttomes	51	crafttomes
3324600461	秘方之书	Tome of Secrets	crafttomes	61	crafttomes
704159709	学者之书	Scholarly Writings	crafttomes	61	crafttomes,crafttomes_x1
2698260504	Orn_Bag_01	Orn_Bag_01	-	1	-
885847747	Orn_BlizzconPrize	Orn_BlizzconPrize	-	1	-
3495098760	怀特的铃铛	Wirt's Bell	pony	1	pony
725082635	彩虹魔药	Liquid Rainbow	pony	1	pony
3494992897	饶舌宝石	Gibbering Gemstone	pony	1	pony
3665447244	李奥瑞克的胫骨	Leoric's Shinbone	pony	1	pony
197999857	无用的文稿书页	Page of Useless Scribbling	-	1	-
197999858	ScrapPaper_02	ScrapPaper_02	-	1	-
197999859	ScrapPaper_03	ScrapPaper_03	-	1	-
197999860	ScrapPaper_04	ScrapPaper_04	-	1	-
3206909116	毁灭之钥	Key of Destruction	uber	60	uber,uber_keys
1064300938	憎恨之钥	Key of Hate	uber	60	uber,uber_keys
4151833318	恐惧之钥	Key of Terror	uber	60	uber,uber_keys
3644190365	炼狱装置	Infernal Machine	uber	60	uber,uber_others
3448618493	图纸：炼狱装置	Plan: Infernal Machine	plans	60	plans,uber
2502948007	设计图：地狱火戒指	Design: Hellfire Ring	plans	60	plans
1998976972	怨毒之眼	Vengeful Eye	uber	60	uber,uber_organs
3649914999	恶魔之牙	Devil's Fang	uber	60	uber,uber_organs
2470811344	蠕动的脊骨	Writhing Spine	uber	60	uber,uber_organs
4142478065	恶魔精华	Demonic Essence	craftmats	60	craftmats,craftmats_t4
2831772274	图纸：牧牛杖	Plan: Staff of Herding	plans	1	plans
645585264	图纸：噩梦牧牛杖	Plan: Nightmarish Staff of Herding	plans	1	plans
3793329398	图纸：地狱牧牛杖	Plan: Hellish Staff of Herding	plans	1	plans
253048194	图纸：炼狱牧牛杖	Plan: Infernal Staff of Herding	plans	1	plans
1806898802	图纸：牧牛杖	Plan: Staff of Herding	plans	1	plans
2505548256	设计图：皇家紫宝石	Design: Royal Amethyst	plans	60	plans
2505584217	设计图：无瑕的皇家紫宝石	Design: Flawless Royal Amethyst	plans	60	plans
1320743661	设计图：皇家钻石	Design: Royal Diamond	plans	60	plans
1320779622	设计图：无瑕的皇家钻石	Design: Flawless Royal Diamond	plans	60	plans
1413170379	设计图：皇家绿宝石	Design: Royal Emerald	plans	60	plans
1413206340	设计图：无瑕的皇家绿宝石	Design: Flawless Royal Emerald	plans	60	plans
2576349779	设计图：皇家红宝石	Design: Royal Ruby	plans	60	plans
2576385740	设计图：无瑕的皇家红宝石	Design: Flawless Royal Ruby	plans	60	plans
2181889919	设计图：皇家黄宝石	Design: Royal Topaz	plans	60	plans
2181925880	设计图：无瑕的皇家黄宝石	Design: Flawless Royal Topaz	plans	60	plans
3123317484	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
3123353422	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
3123389360	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
3123425298	褪色的配方	Faded Recipe	plans	60	plans,plans_gem,plans_gem_marquise
521743063	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
521779001	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
521814939	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
521850877	褪色的配方	Faded Recipe	plans	60	plans,plans_gem,plans_gem_marquise
2147129183	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
2147165121	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
2147201059	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
2147236997	褪色的配方	Faded Recipe	plans	60	plans,plans_gem,plans_gem_marquise
872611723	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
872647661	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
872683599	褪色的配方	Faded Recipe	plans	60	plans,plans_gem
872719537	褪色的配方	Faded Recipe	plans	60	plans,plans_gem,plans_gem_marquise
3123533112	设计图：皇家紫宝石	Design: Royal Amethyst	plans	70	plans,plans_gem_x1
3123569050	设计图：无瑕的皇家紫宝石	Design: Flawless Royal Amethyst	plans	70	plans,plans_gem_x1
521958691	设计图：皇家绿宝石	Design: Royal Emerald	plans	70	plans,plans_gem_x1
521994629	设计图：无瑕的皇家绿宝石	Design: Flawless Royal Emerald	plans	70	plans,plans_gem_x1
2147344811	设计图：皇家红宝石	Design: Royal Ruby	plans	70	plans,plans_gem_x1
2147380749	设计图：无瑕的皇家红宝石	Design: Flawless Royal Ruby	plans	70	plans,plans_gem_x1
872827351	设计图：皇家黄宝石	Design: Royal Topaz	plans	70	plans,plans_gem_x1
872863289	设计图：无瑕的皇家黄宝石	Design: Flawless Royal Topaz	plans	70	plans,plans_gem_x1
429531973	设计图：皇家钻石	Design: Royal Diamond	plans	70	plans,plans_gem_x1
429567911	设计图：无瑕的皇家钻石	Design: Flawless Royal Diamond	plans	70	plans,plans_gem_x1
2279918188	图纸：极致恐惧之盾	Plan: Exalted Dread Shield	plans	46	plans,plans_4prop
1288600121	图纸：极致君王面甲	Plan: Exalted Sovereign Helm	plans	46	plans,plans_4prop
255305004	图纸：极致大披肩	Plan: Exalted Pallium	plans	46	plans,plans_4prop
543691114	图纸：极致君王锁甲	Plan: Exalted Sovereign Mail	plans	46	plans,plans_4prop
4019298194	图纸：极致黄金爪	Plan: Exalted Golden Talon	plans	46	plans,plans_4prop
3487729542	图纸：极致齐眉棍	Plan: Exalted Zhezl	plans	46	plans,plans_4prop
1108898770	图纸：极致加尔拉齐斧	Plan: Exalted Galraki	plans	46	plans,plans_4prop
3656961187	图纸：极致征服剑	Plan: Exalted Conquest Sword	plans	46	plans,plans_4prop
2604734346	图纸：极致钉头锤	Plan: Exalted Crag Hammer	plans	46	plans,plans_4prop
2633114480	图纸：极致屠戮斧	Plan: Exalted Massacre Axe	plans	46	plans,plans_4prop
2634300401	图纸：极致巨兽之锤	Plan: Exalted Behemoth	plans	46	plans,plans_4prop
1110084691	图纸：极致萨加里斯战斧	Plan: Exalted Sagaris	plans	46	plans,plans_4prop
3658147108	图纸：极致鬼魅巨剑	Plan: Exalted Oni Blade	plans	46	plans,plans_4prop
2605920267	图纸：极致锻渣锤	Plan: Exalted Slag Hammer	plans	46	plans,plans_4prop
4179829446	图纸：极致打击魔杖	Plan: Exalted Strike Wand	plans	46	plans,plans_4prop
3718521864	图纸：极致剥离者	Plan: Exalted Flesh Ripper	plans	46	plans,plans_4prop
82340208	图纸：极致神秘法杖	Plan: Exalted Mythical Staff	plans	46	plans,plans_4prop
368302886	图纸：极致刺骨刀	Plan: Exalted Piercer	plans	46	plans,plans_4prop
1134806015	图纸：极致环轨魔石	Plan: Exalted Orbit Stones	plans	46	plans,plans_4prop
398631473	图纸：极致不可名状之物	Plan: Exalted Unspeakable Thing	plans	46	plans,plans_4prop
844895416	图纸：极致符文箭袋	Plan: Exalted Runic Quiver	plans	46	plans,plans_4prop
3930958318	图纸：极致厄运之击	Plan: Exalted Doomcaster	plans	46	plans,plans_4prop
623242820	图纸：极致鬼影弓	Plan: Exalted Phantom Bow	plans	46	plans,plans_4prop
364927529	图纸：极致转轮手弩	Plan: Exalted Impellor	plans	46	plans,plans_4prop
2279918189	图纸：极致优秀恐惧之盾	Plan: Exalted Fine Dread Shield	plans	46	plans,plans_5prop
1288600122	图纸：极致优秀君王面甲	Plan: Exalted Fine Sovereign Helm	plans	46	plans,plans_5prop
255305005	图纸：极致优秀大披肩	Plan: Exalted Fine Pallium	plans	46	plans,plans_5prop
543691115	图纸：极致优秀君王锁甲	Plan: Exalted Fine Sovereign Mail	plans	46	plans,plans_5prop
435695962	图纸：极致优秀君王长腿甲	Plan: Exalted Fine Sovereign Tassets	plans	46	plans,plans_5prop
3089465156	图纸：极致优秀君王前臂甲	Plan: Exalted Fine Sovereign Vambraces	plans	46	plans,plans_5prop
1717766203	图纸：极致优秀君王护胫	Plan: Exalted Fine Sovereign Greaves	plans	46	plans,plans_5prop
3243816982	图纸：极致优秀臂铠	Plan: Exalted Fine Armplates	plans	46	plans,plans_5prop
2129978459	图纸：极致优秀天堂腰带	Plan: Exalted Fine Heaven Strand	plans	46	plans,plans_5prop
4019298195	图纸：极致优秀黄金爪	Plan: Exalted Fine Golden Talon	plans	46	plans,plans_5prop
3487729543	图纸：极致优秀齐眉棍	Plan: Exalted Fine Zhezl	plans	46	plans,plans_5prop
1108898771	图纸：极致优秀加尔拉齐斧	Plan: Exalted Fine Galraki	plans	46	plans,plans_5prop
3656961188	图纸：极致优秀征服剑	Plan: Exalted Fine Conquest Sword	plans	46	plans,plans_5prop
2604734347	图纸：极致优秀钉头锤	Plan: Exalted Fine Crag Hammer	plans	46	plans,plans_5prop
2633114481	图纸：极致优秀屠戮斧	Plan: Exalted Fine Massacre Axe	plans	46	plans,plans_5prop
2634300402	图纸：极致优秀巨兽之锤	Plan: Exalted Fine Behemoth	plans	46	plans,plans_5prop
1110084692	图纸：极致优秀萨加里斯战斧	Plan: Exalted Fine Sagaris	plans	46	plans,plans_5prop
3658147109	图纸：极致优秀鬼魅巨剑	Plan: Exalted Fine Oni Blade	plans	46	plans,plans_5prop
2605920268	图纸：极致优秀锻渣锤	Plan: Exalted Fine Slag Hammer	plans	46	plans,plans_5prop
4179829447	图纸：极致优秀打击魔杖	Plan: Exalted Fine Strike Wand	plans	46	plans,plans_5prop
3718521865	图纸：极致优秀剥离者	Plan: Exalted Fine Flesh Ripper	plans	46	plans,plans_5prop
82340209	图纸：极致优秀神秘法杖	Plan: Exalted Fine Mythical Staff	plans	46	plans,plans_5prop
368302887	图纸：极致优秀刺骨刀	Plan: Exalted Fine Piercer	plans	46	plans,plans_5prop
1134806016	图纸：极致优秀环轨魔石	Plan: Exalted Fine Orbit Stones	plans	46	plans,plans_5prop
398631474	图纸：极致优秀不可名状之物	Plan: Exalted Fine Unspeakable Thing	plans	46	plans,plans_5prop
844895417	图纸：极致优秀符文箭袋	Plan: Exalted Fine Runic Quiver	plans	46	plans,plans_5prop
3930958319	图纸：极致优秀厄运之击	Plan: Exalted Fine Doomcaster	plans	46	plans,plans_5prop
623242821	图纸：极致优秀鬼影弓	Plan: Exalted Fine Phantom Bow	plans	46	plans,plans_5prop
364927530	图纸：极致优秀转轮手弩	Plan: Exalted Fine Impellor	plans	46	plans,plans_5prop
2279918190	图纸：极致卓越恐惧之盾	Plan: Exalted Grand Dread Shield	plans	46	plans,plans_6prop
1288600123	图纸：极致卓越君王面甲	Plan: Exalted Grand Sovereign Helm	plans	46	plans,plans_6prop
255305006	图纸：极致卓越大披肩	Plan: Exalted Grand Pallium	plans	46	plans,plans_6prop
543691116	图纸：极致卓越君王锁甲	Plan: Exalted Grand Sovereign Mail	plans	46	plans,plans_6prop
435695963	图纸：极致卓越君王长腿甲	Plan: Exalted Grand Sovereign Tassets	plans	46	plans,plans_6prop
3089465157	图纸：极致卓越君王前臂甲	Plan: Exalted Grand Sovereign Vambraces	plans	46	plans,plans_6prop
1717766204	图纸：极致卓越君王护胫	Plan: Exalted Grand Sovereign Greaves	plans	46	plans,plans_6prop
3243816983	图纸：极致卓越臂铠	Plan: Exalted Grand Armplates	plans	46	plans,plans_6prop
2129978460	图纸：极致卓越天堂腰带	Plan: Exalted Grand Heaven Strand	plans	46	plans,plans_6prop
531375006	图纸：极致卓越重型腰饰	Plan: Exalted Grand Heavy Baldric	plans	46	plans,plans_6prop
1784279615	图纸：极致卓越追踪者斗篷	Plan: Exalted Grand Stalker Cape	plans	46	plans,plans_6prop
972140825	图纸：极致卓越幽灵视界	Plan: Exalted Grand Ghost Sight	plans	46	plans,plans_6prop
3132643799	图纸：极致卓越灵神面具	Plan: Exalted Grand Manitou Mask	plans	46	plans,plans_6prop
4201945923	图纸：极致卓越大法师头饰	Plan: Exalted Grand Archmage Headpiece	plans	46	plans,plans_6prop
4019298196	图纸：极致卓越黄金爪	Plan: Exalted Grand Golden Talon	plans	46	plans,plans_6prop
3487729544	图纸：极致卓越齐眉棍	Plan: Exalted Grand Zhezl	plans	46	plans,plans_6prop
1108898772	图纸：极致卓越加尔拉齐斧	Plan: Exalted Grand Galraki	plans	46	plans,plans_6prop
3656961189	图纸：极致卓越征服剑	Plan: Exalted Grand Conquest Sword	plans	46	plans,plans_6prop
2604734348	图纸：极致卓越钉头锤	Plan: Exalted Grand Crag Hammer	plans	46	plans,plans_6prop
2633114482	图纸：极致卓越屠戮斧	Plan: Exalted Grand Massacre Axe	plans	46	plans,plans_6prop
2634300403	图纸：极致卓越巨兽之锤	Plan: Exalted Grand Behemoth	plans	46	plans,plans_6prop
1110084693	图纸：极致卓越萨加里斯战斧	Plan: Exalted Grand Sagaris	plans	46	plans,plans_6prop
3658147110	图纸：极致卓越鬼魅巨剑	Plan: Exalted Grand Oni Blade	plans	46	plans,plans_6prop
2605920269	图纸：极致卓越锻渣锤	Plan: Exalted Grand Slag Hammer	plans	46	plans,plans_6prop
4179829448	图纸：极致卓越打击魔杖	Plan: Exalted Grand Strike Wand	plans	46	plans,plans_6prop
3718521866	图纸：极致卓越血肉剥离者	Plan: Exalted Grand Flesh Ripper	plans	46	plans,plans_6prop
82340210	图纸：极致卓越神秘法杖	Plan: Exalted Grand Mythical Staff	plans	46	plans,plans_6prop
368302888	图纸：极致卓越刺骨刀	Plan: Exalted Grand Piercer	plans	46	plans,plans_6prop
1134806017	图纸：极致卓越环轨魔石	Plan: Exalted Grand Orbit Stones	plans	46	plans,plans_6prop
398631475	图纸：极致卓越不可名状之物	Plan: Exalted Grand Unspeakable Thing	plans	46	plans,plans_6prop
844895418	图纸：极致卓越符文箭袋	Plan: Exalted Grand Runic Quiver	plans	46	plans,plans_6prop
3930958320	图纸：极致卓越厄运之击	Plan: Exalted Grand Doomcaster	plans	46	plans,plans_6prop
623242822	图纸：极致卓越鬼影弓	Plan: Exalted Grand Phantom Bow	plans	46	plans,plans_6prop
364927531	图纸：极致卓越转轮手弩	Plan: Exalted Grand Impellor	plans	46	plans,plans_6prop
4126018656	图纸：丽瑶的太极杵	Plan: Lai Yui's Taiji	plans	25	plans,plans_legendary
4264652614	图纸：白骨墙	Plan: Wall of Bone	plans	25	plans,plans_legendary
3889729246	图纸：远击	Plan: Longshot	plans	25	plans,plans_legendary
2399651020	图纸：无尽之战	Plan: Unending War	plans	25	plans,plans_legendary
3647767519	图纸：阴界誓约	Plan: Umbral Oath	plans	25	plans,plans_legendary
1162824884	图纸：速射腰带	Plan: Quick Draw Belt	plans	25	plans,plans_legendary
4052569357	图纸：霜刃	Plan: The Wedge	plans	32	plans,plans_legendary
274154411	图纸：法贤之杖	Plan: The Magi	plans	32	plans,plans_legendary
2871398476	图纸：苦痛	Plan: Bitterness	plans	32	plans,plans_legendary
2152884543	图纸：潘德之握	Plan: Pendergrasps	plans	45	plans,plans_legendary
421386501	图纸：神机弩	Plan: Deadeye	plans	45	plans,plans_legendary
3882900968	图纸：浩劫	Plan: Cataclysm	plans	55	plans,plans_legendary
412214125	图纸：收割月镰	Plan: Harvest Moon	plans	55	plans,plans_legendary
999120591	图纸：恶魔之手	Plan: Demon Hand	plans	55	plans,plans_legendary
1071490652	图纸：一元宝珠	Plan: Singularity	plans	55	plans,plans_legendary
269805368	图纸：粗野少年足	Plan: Lost Boys	plans	58	plans,plans_legendary
3892833772	图纸：星脊	Plan: Starspine	plans	58	plans,plans_legendary
3382110461	图纸：血魔法之刃	Plan: Blood-Magic Blade	plans	61	plans,plans_legendary
331434522	图纸：格里斯沃尔德的杰作	Plan: Griswold's Masterpiece	plans	61	plans,plans_legendary
3291898186	图纸：火烙	Plan: Fire Brand	plans	61	plans,plans_legendary
2968948513	图纸：裂地	Plan: Earthshatter	plans	61	plans,plans_legendary
3848078107	图纸：毒弦	Plan: Venomhusk	plans	61	plans,plans_legendary
1548578205	图纸：罗泽丁之杖	Plan: Rozpedin's Staff	plans	61	plans,plans_legendary
2433265181	图纸：毁灭帮凶	Plan: Ruinstoke	plans	61	plans,plans_legendary
3914677199	图纸：黑骨箭	Plan: Black Bone Arrows	plans	61	plans,plans_legendary
1121389360	图纸：统御之冠	Plan: The Helm of Command	plans	61	plans,plans_legendary
1027888204	图纸：神奇的偏斜护腕	Plan: Wondrous Deflectors	plans	61	plans,plans_legendary
2640281409	图纸：莱德瑞姆之袍	Plan: Robes of the Rydraelm	plans	61	plans,plans_legendary
